codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
BI1239,,RC12800005,GUARDA,PINHEL,PEREIRO,0,20,6,,DES,1994-08-19,00:25:00,,34565.11111111111,0.1111111111111111
BI1239,,RC12800005,GUARDA,PINHEL,PEREIRO,0,100,6,S,DES,1994-08-19,15:30:00,,34565.94791666667,0.9479166666666666
BI1245,,RC12800005,GUARDA,PINHEL,PINHEL,1,0,6,,DES,1994-08-19,03:10:00,,34565.18472222222,0.18472222222222223
BI1245,,RC12800005,GUARDA,PINHEL,PINHEL,1,0,6,S,DES,1994-08-19,06:27:00,,34565.40833333333,0.4083333333333334
BI1958,,RC12800005,GUARDA,PINHEL,PINHEL,0,2,2,,DES,1994-08-19,14:51:00,,34565.70694444444,0.7069444444444444
BI1244,,RC12800005,GUARDA,PINHEL,S.M.CASTELO,1,0,6,,DES,1994-08-19,03:10:00,,34565.180555555555,0.18055555555555555
BI1256,,RC12800005,GUARDA,PINHEL,VALBOM,6,0,6,,DES,1994-08-19,14:28:00,,34565.739583333336,0.7395833333333334
BI1276,,RC12800008,GUARDA,SABUGAL,RENDO,0,1,6,,DES,1994-08-19,23:10:00,,34566.01736111112,0.017361111111111112
BI1260,,RC12800008,GUARDA,SABUGAL,SOUTO,0,1,6,,DES,1994-08-19,15:11:00,,34565.675,0.675
BI1257,,RC12800008,GUARDA,SABUGAL,V.ESPINHO,0,1,6,,DES,1994-08-19,14:30:00,,34565.67361111111,0.6736111111111112
BI1247,,RC12700003,GUARDA,SEIA,TRAVANCINHA,0,0.5,6,,DES,1994-08-19,05:20:00,,34565.28125,0.28125
BI1255,,RC12700003,GUARDA,SEIA,V.MERUGE,0.03,0.57,6,,DES,1994-08-19,14:20:00,,34565.67361111111,0.6736111111111112
BI0681,,RC12800001,GUARDA,TRANCOSO,A.NOVA,0,0,6,S,INT,1994-08-19,02:00:00,,34565.165972222225,0.16597222222222222
BI0681,,RC12800001,GUARDA,TRANCOSO,A.NOVA,22,197,6,S,DES,1994-08-19,08:05:00,,34565.40625,0.40625
BI0681,,RC12800001,GUARDA,TRANCOSO,A.NOVA,0,0,6,S,DES,1994-08-19,10:11:00,,34565.510416666664,0.5104166666666666
BI0681,,RC12800001,GUARDA,TRANCOSO,A.NOVA,0,0,6,S,DES,1994-08-19,12:40:00,,34566.11111111112,0.1111111111111111
BI1261,,RC12800001,GUARDA,TRANCOSO,MOIMENTINHA,12,163,6,,INT,1994-08-19,12:40:00,,34565.99791666667,0.9979166666666667
BI1262,,RC12800001,GUARDA,TRANCOSO,TORRES,0,2,6,,DES,1994-08-19,15:38:00,,34565.75,0.75
BI1960,,RC12800001,GUARDA,TRANCOSO,TORRES,0,1,2,,DES,1994-08-19,17:00:00,,34565.770833333336,0.7708333333333334
BI2479,,RC12500005,SANTARÉM,MAÇÃO,MAÇÃO,2,0,2,,DES,1994-08-19,18:25:00,,34565.882638888885,0.8826388888888889
BI1077,,RC12A00002,C.BRANCO,BELMONTE,CARIA,0,50,7,,DES,1994-08-20,17:30:00,,34566.902777777774,0.9027777777777778
BI1080,,RC12900001,C.BRANCO,C.BRANCO,C.BRANCO,0,0.05,7,,DES,1994-08-20,18:12:00,,34566.79513888889,0.7951388888888888
BI1072,,RC12900001,C.BRANCO,C.BRANCO,S.V.BEIRA,0,1.5,7,,DES,1994-08-20,01:20:00,,34566.13888888889,0.1388888888888889
BI1079,,RC12900001,C.BRANCO,C.BRANCO,SARZEDAS,0,0.05,7,,DES,1994-08-20,17:55:00,,34566.83680555556,0.8368055555555555
BI1073,,RC12A00001,C.BRANCO,COVILHÃ,DOMINGUIZO,0,1,7,,DES,1994-08-20,04:15:00,,34566.319444444445,0.3194444444444445
BI1075,,RC12A00001,C.BRANCO,COVILHÃ,V.CARVALHO,0,0,7,,DES,1994-08-20,13:48:00,,34566.625,0.625
BI1076,,RC12A00001,C.BRANCO,COVILHÃ,V.CARVALHO,3.6,0.4,7,,INT,1994-08-20,15:29:00,,34566.83263888889,0.8326388888888889
BI1067,,RC12A00003,C.BRANCO,FUNDÃO,B.CIMA,0,0,7,S,DES,1994-08-20,19:50:00,,34567.083333333336,0.08333333333333333
BI1081,,RC12A00003,C.BRANCO,FUNDÃO,BARROCA,0,5,7,,DES,1994-08-20,19:50:00,,34567.1875,0.1875
BI1070,,RC12A00003,C.BRANCO,FUNDÃO,ESCARIGO,0,1,7,,DES,1994-08-20,00:28:00,,34566.05208333333,0.052083333333333336
BI1071,,RC12A00003,C.BRANCO,FUNDÃO,SOALHEIRA,0,0.5,7,,DES,1994-08-20,00:35:00,,34566.059027777774,0.05902777777777778
BI1069,,RC12A00003,C.BRANCO,FUNDÃO,VALVERDE,0,1,7,,DES,1994-08-20,00:05:00,,34566.055555555555,0.05555555555555555
BI1082,,RC12900002,C.BRANCO,I.NOVA,P.VELHA,0,0.01,7,,DES,1994-08-20,22:45:00,,34567.021527777775,0.02152777777777778
BI1074,,RC12900002,C.BRANCO,I.NOVA,ZEBREIRA,0,1.5,7,,DES,1994-08-20,12:37:00,,34566.62013888889,0.6201388888888889
BI1300,,RC12800007,GUARDA,ALMEIDA,ALMEIDA,0,1,7,,DES,1994-08-20,16:42:00,,34566.760416666664,0.7604166666666666
BI1279,,RC12800007,GUARDA,ALMEIDA,V.VERDE,0,2,7,,DES,1994-08-20,00:09:00,,34566.25,0.25
BI1279,,RC12800007,GUARDA,ALMEIDA,V.VERDE,0,3,7,S,DES,1994-08-20,21:00:00,,34567.041666666664,0.041666666666666664
BI1305,,RC12800003,GUARDA,C. BEIRA,C.SOEIRO,0,0,7,,DES,1994-08-20,19:04:00,,34567,0
BI1307,,RC12800003,GUARDA,C. BEIRA,L.MONDEGO,0,0,7,,DES,1994-08-20,19:35:00,,34566.979166666664,0.9791666666666666
BI1254,,RC12800003,GUARDA,C. BEIRA,M.CHÃO,0,0,7,S,DES,1994-08-20,11:49:00,,34566.78055555555,0.7805555555555556
BI1278,,RC12800003,GUARDA,C. BEIRA,MESQUITELA,0,0,7,,DES,1994-08-20,00:05:00,,34566.04861111111,0.04861111111111111
BI1292,,RC12800003,GUARDA,C. BEIRA,S.PEDRO,0,0,7,,DES,1994-08-20,12:27:00,,34566.958333333336,0.9583333333333334
BI1288,,RC12800003,GUARDA,C. BEIRA,V.B.MONDEGO,0,0,7,,DES,1994-08-20,07:16:00,,34566.51527777778,0.5152777777777778
BI1297,,RC12700001,GUARDA,F. ALGODRES,FUINHAS,48,352,7,,DES,1994-08-20,14:30:00,,34566.95833333333,0.9583333333333334
BI1218,,RC12800006,GUARDA,F.C. RODRIGO,COLMEAL,0,12,7,S,DES,1994-08-20,20:00:00,,34566.96527777778,0.9652777777777778
BI1287,,RC12800006,GUARDA,F.C. RODRIGO,V.AMARGO,0,19,7,,DES,1994-08-20,03:07:00,,34566.35416666667,0.3541666666666667
BI1287,,RC12800006,GUARDA,F.C. RODRIGO,V.AMARGO,0,1,7,S,DES,1994-08-20,09:38:00,,34566.53125,0.53125
BI1287,,RC12800006,GUARDA,F.C. RODRIGO,V.AMARGO,0,7,7,S,DES,1994-08-20,12:38:00,,34567.20833333333,0.20833333333333334
BI1299,,RC12700002,GUARDA,GOUVEIA,CATIVELOS,0,0,7,,DES,1994-08-20,15:48:00,,34566.684027777774,0.6840277777777778
BI1293,,RC12700002,GUARDA,GOUVEIA,FOLGOSINHO,1,8,7,,DES,1994-08-20,13:10:00,,34566.65972222222,0.6597222222222222
BI1280,,RC12700002,GUARDA,GOUVEIA,MELO,0,0.5,7,,DES,1994-08-20,00:25:00,,34566.14236111111,0.1423611111111111
BI1280,,RC12700002,GUARDA,GOUVEIA,MELO,0,0,7,S,DES,1994-08-20,08:18:00,,34566.40625,0.40625
BI1285,,RC12700002,GUARDA,GOUVEIA,NABAIS,1.5,223.5,7,,INT,1994-08-20,02:40:00,,34566.54513888889,0.545138888888889
BI1308,,RC12700002,GUARDA,GOUVEIA,NESPEREIRA,1,2,7,,DES,1994-08-20,19:58:00,,34566.90625,0.90625
BI2690,,RC12700002,GUARDA,GOUVEIA,NESPEREIRA,0,0.05,7,,DES,1994-08-20,22:38:00,,34566.99652777778,0.9965277777777778
BI2689,,RC12700002,GUARDA,GOUVEIA,R.TORTO,0,0.05,7,,DES,1994-08-20,18:50:00,,34566.822916666664,0.8229166666666666
BI2730,,RC12700002,GUARDA,GOUVEIA,S.PEDRO,0,0,7,,DES,1994-08-20,18:00:00,,34567.0625,0.0625
BI1298,,RC12700002,GUARDA,GOUVEIA,V.C.SERRA,20,550,7,,DES,1994-08-20,14:34:00,,34566.788194444445,0.7881944444444445
BI1298,,RC12700002,GUARDA,GOUVEIA,V.C.SERRA,0,10,7,S,DES,1994-08-20,22:55:00,,34567.08333333333,0.08333333333333333
BI1304,,RC12700002,GUARDA,GOUVEIA,VINHÓ,0,1.5,7,,DES,1994-08-20,18:50:00,,34566.83333333333,0.8333333333333334
BI2650,,RC12800004,GUARDA,GUARDA,A.VIÇOSA,0,0,7,,DES,1994-08-20,19:23:00,,34567.024305555555,0.024305555555555556
BI2682,,RC12800004,GUARDA,GUARDA,ADÃO,4,32,7,,DES,1994-08-20,17:35:00,,34566.97916666667,0.9791666666666666
BI1303,,RC12800004,GUARDA,GUARDA,ALVENDRE,0,5,7,,DES,1994-08-20,18:08:00,,34566.88888888889,0.8888888888888888
BI1290,,RC12800004,GUARDA,GUARDA,MARMELEIRO,0,0,7,,DES,1994-08-20,10:08:00,,34566.45138888889,0.4513888888888889
BI1251,,RC12800004,GUARDA,GUARDA,ROCHOSO,0,0,7,S,DES,1994-08-20,10:20:00,,34566.479166666664,0.4791666666666667
BI1295,,RC12800004,GUARDA,GUARDA,V.C.MONDEGO,0,0.05,7,,DES,1994-08-20,14:00:00,,34566.618055555555,0.6180555555555556
BI1282,,RC12800004,GUARDA,GUARDA,V.F.DEÃO,0,0,7,,DES,1994-08-20,01:57:00,,34566.10416666667,0.10416666666666667
BI1286,,RC12800004,GUARDA,GUARDA,V.FERNANDO,0,2,7,,DES,1994-08-20,02:55:00,,34566.222222222226,0.2222222222222222
BI1291,,RC12800004,GUARDA,GUARDA,V.GARCIA,0,0,7,,DES,1994-08-20,10:49:00,,34566.5,0.5
BI1296,,RC12800005,GUARDA,PINHEL,A.BEIRA,0,5,7,,DES,1994-08-20,14:27:00,,34566.70138888889,0.7013888888888888
BI1239,,RC12800005,GUARDA,PINHEL,PEREIRO,0,20,7,S,DES,1994-08-20,20:15:00,,34566.927083333336,0.9270833333333334
BI1239,,RC12800005,GUARDA,PINHEL,PEREIRO,0,20,7,S,DES,1994-08-20,23:45:00,,34567.03125,0.03125
BI0500,,RC12800005,GUARDA,PINHEL,PINHEL,0,50,7,S,DES,1994-08-20,01:58:00,,34566.15625,0.15625
BI0500,,RC12800005,GUARDA,PINHEL,PINHEL,0,100,7,S,DES,1994-08-20,07:18:00,,34566.430555555555,0.4305555555555556
BI0500,,RC12800005,GUARDA,PINHEL,PINHEL,0,100,7,S,DES,1994-08-20,12:40:00,,34566.631944444445,0.6319444444444444
BI1306,,RC12800008,GUARDA,SABUGAL,SOUTO,0,1,7,,DES,1994-08-20,19:23:00,,34566.875,0.875
BI2702,,RC12700003,GUARDA,SEIA,SABUGUEIRO,0,0.5,7,,DES,1994-08-20,12:05:00,,34566.65625,0.65625
BI1281,,RC12700003,GUARDA,SEIA,TOURAIS,0,0.5,7,,DES,1994-08-20,01:05:00,,34566.086805555555,0.08680555555555557
BI1302,,RC12700003,GUARDA,SEIA,VIDE,0,0.5,7,,DES,1994-08-20,17:00:00,,34566.940972222226,0.9409722222222222
BI0681,,RC12800001,GUARDA,TRANCOSO,A.NOVA,0,0,7,S,DES,1994-08-20,09:54:00,,34566.48263888889,0.4826388888888889
BI1284,,RC12800001,GUARDA,TRANCOSO,CÓTIMOS,0,25,7,,DES,1994-08-20,02:10:00,,34566.194444444445,0.19444444444444445
BI1289,,RC12800001,GUARDA,TRANCOSO,S.MARIA,0,0,7,,DES,1994-08-20,10:00:00,,34566.45833333333,0.4583333333333333
BI1078,,RC12500005,SANTARÉM,MAÇÃO,ABOBOREIRA,6.7,0,7,,NEG,1994-08-20,17:40:00,,34567.06180555555,0.06180555555555556
BI1088,,RC12A00002,C.BRANCO,BELMONTE,CARIA,2,0,1,,DES,1994-08-21,16:32:00,,34567.78472222222,0.7847222222222222
BI1087,,RC12900001,C.BRANCO,C.BRANCO,C.BRANCO,0,2,1,,DES,1994-08-21,08:00:00,,34567.39236111112,0.3923611111111111
BI1090,,RC12900001,C.BRANCO,C.BRANCO,E.BAIXO,0,4,1,,DES,1994-08-21,15:44:00,,34567.8125,0.8125
BI1085,,RC12A00001,C.BRANCO,COVILHÃ,U.SERRA,0.3,0.7,1,,INT,1994-08-21,03:41:00,,34567.475694444445,0.4756944444444444
BI1067,,RC12A00003,C.BRANCO,FUNDÃO,B.CIMA,3,8,1,S,DES,1994-08-21,03:16:00,,34567.375,0.375
BI1067,,RC12A00003,C.BRANCO,FUNDÃO,B.CIMA,0,0,1,S,DES,1994-08-21,21:16:00,,34567.979166666664,0.9791666666666666
BI1083,,RC12A00003,C.BRANCO,FUNDÃO,FATELA,0,0,1,,DES,1994-08-21,00:00:00,,34567.072916666664,0.07291666666666667
BI1084,,RC12900002,C.BRANCO,I.NOVA,ZEBREIRA,0,0.01,1,,DES,1994-08-21,03:33:00,,34567.248611111114,0.24861111111111112
BI1089,,RC12900003,C.BRANCO,PENAMACOR,BENQUERENÇA,0.02,0,1,,DES,1994-08-21,15:36:00,,34567.71875,0.71875
BI1091,,RC12900004,C.BRANCO,V.V.RODÃO,V.V.RODÃO,0,1.5,1,,DES,1994-08-21,16:32:00,,34567.782638888886,0.782638888888889
BI2677,,RC12800007,GUARDA,ALMEIDA,M.SORDA,0,120,1,,DES,1994-08-21,17:07:00,,34568.104166666664,0.10416666666666667
BI1312,,RC12800003,GUARDA,C. BEIRA,C.SERRA,0,0,1,,DES,1994-08-21,00:15:00,,34567.125,0.125
BI1305,,RC12800003,GUARDA,C. BEIRA,C.SOEIRO,0,0,1,S,DES,1994-08-21,11:20:00,,34567.510416666664,0.5104166666666666
BI1305,,RC12800003,GUARDA,C. BEIRA,C.SOEIRO,0,0,1,S,DES,1994-08-21,14:47:00,,34567.657638888886,0.6576388888888889
BI1305,,RC12800003,GUARDA,C. BEIRA,C.SOEIRO,0,0,1,S,DES,1994-08-21,17:31:00,,34567.75,0.75
BI2691,,RC12800003,GUARDA,C. BEIRA,CARRAPICHANA,0,0,1,,DES,1994-08-21,16:20:00,,34567.78472222222,0.7847222222222222
BI1311,,RC12800003,GUARDA,C. BEIRA,F.TELHEIRO,0,0,1,,DES,1994-08-21,16:33:00,,34567.85486111111,0.8548611111111111
BI1324,,RC12800003,GUARDA,C. BEIRA,F.TELHEIRO,0,0,1,,DES,1994-08-21,16:43:00,,34567.72430555556,0.7243055555555555
BI1322,,RC12800003,GUARDA,C. BEIRA,MESQUITELA,0,0,1,,DES,1994-08-21,15:37:00,,34567.74861111111,0.748611111111111
BI1329,,RC12800003,GUARDA,C. BEIRA,SALGUEIRAIS,0,0,1,,DES,1994-08-21,22:37:00,,34568.020833333336,0.020833333333333332
BI1321,,RC12800006,GUARDA,F.C. RODRIGO,ALGODRES,0,1,1,,DES,1994-08-21,15:20:00,,34567.69791666667,0.6979166666666666
BI1315,,RC12700002,GUARDA,GOUVEIA,CATIVELOS,0,0.05,1,,DES,1994-08-21,12:00:00,,34567.552083333336,0.5520833333333334
BI1293,,RC12700002,GUARDA,GOUVEIA,FOLGOSINHO,0,2,1,S,DES,1994-08-21,01:30:00,,34567.274305555555,0.2743055555555555
BI1293,,RC12700002,GUARDA,GOUVEIA,FOLGOSINHO,0,3,1,S,DES,1994-08-21,12:05:00,,34567.59375,0.59375
BI1325,,RC12700002,GUARDA,GOUVEIA,NABAIS,0,0.5,1,,DES,1994-08-21,17:11:00,,34567.75,0.75
BI1308,,RC12700002,GUARDA,GOUVEIA,NESPEREIRA,3,1,1,S,DES,1994-08-21,17:45:00,,34567.909722222226,0.9097222222222222
BI1314,,RC12700002,GUARDA,GOUVEIA,S.PEDRO,0,1,1,,DES,1994-08-21,02:29:00,,34567.13402777778,0.13402777777777777
BI2730,,RC12700002,GUARDA,GOUVEIA,S.PEDRO,0,1,1,S,DES,1994-08-21,20:50:00,,34567.958333333336,0.9583333333333334
BI1298,,RC12700002,GUARDA,GOUVEIA,V.C.SERRA,0,70,1,S,DES,1994-08-21,10:05:00,,34567.54513888889,0.545138888888889
BI1316,,RC12700002,GUARDA,GOUVEIA,V.C.SERRA,0,0,1,,DES,1994-08-21,13:19:00,,34567.72222222222,0.7222222222222222
BI2649,,RC12800004,GUARDA,GUARDA,MIZARELA,0,0,1,,DES,1994-08-21,14:55:00,,34567.847222222226,0.8472222222222222
BI1317,,RC12800002,GUARDA,MÊDA,LONGROIVA,0,3,1,,DES,1994-08-21,14:30:00,,34567.78125,0.78125
BI1313,,RC12800002,GUARDA,MÊDA,O.GATOS,0,0,1,,DES,1994-08-21,01:29:00,,34567.090277777774,0.09027777777777778
BI1327,,RC12800002,GUARDA,MÊDA,O.GATOS,2,0,1,,DES,1994-08-21,20:50:00,,34567.944444444445,0.9444444444444445
BI1313,,RC12800002,GUARDA,MÊDA,O.GATOS,1,3,1,S,DES,1994-08-21,22:37:00,,34568.034722222226,0.034722222222222224
BI1318,,RC12800008,GUARDA,SABUGAL,ALFAIATES,0,1,1,,DES,1994-08-21,14:30:00,,34567.65486111111,0.6548611111111111
BI2676,,RC12800008,GUARDA,SABUGAL,LAGEOSA,0,4,1,,DES,1994-08-21,08:23:00,,34567.5625,0.5625
BI2676,,RC12800008,GUARDA,SABUGAL,LAGEOSA,23,2,1,S,DES,1994-08-21,15:59:00,,34567.936111111114,0.936111111111111
BI2676,,RC12800008,GUARDA,SABUGAL,LAGEOSA,0,1,1,S,DES,1994-08-21,23:00:00,,34568.01041666667,0.010416666666666666
BI1320,,RC12800008,GUARDA,SABUGAL,MALCATA,0,1,1,,DES,1994-08-21,15:05:00,,34567.70833333333,0.7083333333333334
BI1326,,RC12700003,GUARDA,SEIA,PARANHOS,0,7,1,,DES,1994-08-21,17:59:00,,34567.944444444445,0.9444444444444445
BI1319,,RC12700003,GUARDA,SEIA,S.EULÁLIA,1,0,1,,DES,1994-08-21,14:58:00,,34567.694444444445,0.6944444444444445
BI1323,,RC12700003,GUARDA,SEIA,TOURAIS,0.5,0,1,,DES,1994-08-21,15:30:00,,34567.736805555556,0.7368055555555556
BI1310,,RC12800001,GUARDA,TRANCOSO,CASTANHEIRA,0,1,1,,DES,1994-08-21,00:00:00,,34567.03472222222,0.034722222222222224
BI2595,,RC12800001,GUARDA,TRANCOSO,FRECHES,1,4,4,,DES,1994-08-21,14:23:00,,34567.6875,0.6875
BI1086,,RC12500005,SANTARÉM,MAÇÃO,CARDIGOS,0.33,0,1,,INT,1994-08-21,04:03:00,,34567.33541666666,0.3354166666666667
BI1093,,RC12900001,C.BRANCO,C.BRANCO,E.BAIXO,0,1,2,,DES,1994-08-22,11:57:00,,34568.61111111111,0.611111111111111
BI1097,,RC12900001,C.BRANCO,C.BRANCO,S.CAMPO,0,0.03,2,,DES,1994-08-22,19:29:00,,34568.875,0.875
BI1098,,RC12A00003,C.BRANCO,FUNDÃO,ALCARIA,0,0.02,2,,DES,1994-08-22,22:05:00,,34568.981944444444,0.9819444444444444
BI1094,,RC12A00003,C.BRANCO,FUNDÃO,BARROCA,0,0,2,,DES,1994-08-22,13:31:00,,34568.6875,0.6875
BI1092,,RC12A00003,C.BRANCO,FUNDÃO,FUNDÃO,0,0,2,,DES,1994-08-22,05:50:00,,34568.26388888889,0.2638888888888889
BI1095,,RC12900002,C.BRANCO,I.NOVA,MEDELIM,0,1,2,,DES,1994-08-22,15:22:00,,34568.74097222222,0.7409722222222223
BI1096,,RC12900003,C.BRANCO,PENAMACOR,V.S.PÓVOA,0,0.5,2,,DES,1994-08-22,18:17:00,,34568.88541666667,0.8854166666666666
BI1339,,RC12800007,GUARDA,ALMEIDA,A.NOVA,0,10,2,,DES,1994-08-22,00:00:00,,34568.28472222222,0.2847222222222222
BI1333,,RC12800007,GUARDA,ALMEIDA,N.S.CANDEIAS,2,90,2,,DES,1994-08-22,04:50:00,,34568.368055555555,0.3680555555555556
BI1337,,RC12800007,GUARDA,ALMEIDA,N.S.CANDEIAS,0,2,2,,DES,1994-08-22,09:56:00,,34568.503472222226,0.5034722222222222
BI1344,,RC12800007,GUARDA,ALMEIDA,SENOURAS,0,0,2,,DES,1994-08-22,18:21:00,,34568.910416666666,0.9104166666666668
BI1330,,RC12800007,GUARDA,ALMEIDA,V.VERDE,0,0,2,,DES,1994-08-22,00:10:00,,34568.083333333336,0.08333333333333333
BI1330,,RC12800007,GUARDA,ALMEIDA,V.VERDE,0,2,2,S,DES,1994-08-22,12:10:00,,34568.65277777778,0.6527777777777778
BI1340,,RC12800003,GUARDA,C. BEIRA,F.TELHEIRO,0,0,2,,DES,1994-08-22,14:42:00,,34568.6875,0.6875
BI1348,,RC12800003,GUARDA,C. BEIRA,LINHARES,0,0,2,,DES,1994-08-22,22:24:00,,34569.05902777778,0.05902777777777778
BI1334,,RC12800003,GUARDA,C. BEIRA,SALGUEIRAIS,0,0,2,,DES,1994-08-22,06:55:00,,34568.447916666664,0.4479166666666667
BI0190,,RC12800006,GUARDA,F.C. RODRIGO,ESCALHÃO,0,5,2,S,DES,1994-08-22,01:05:00,,34568.083333333336,0.08333333333333333
BI1349,,RC12700002,GUARDA,GOUVEIA,CATIVELOS,0,1,2,,DES,1994-08-22,22:39:00,,34569.0625,0.0625
BI1342,,RC12700002,GUARDA,GOUVEIA,F.SERRA,0,1,2,,DES,1994-08-22,16:34:00,,34568.756944444445,0.7569444444444445
BI2681,,RC12800004,GUARDA,GUARDA,ADÃO,0,6,2,,DES,1994-08-22,22:28:00,,34569.05902777778,0.05902777777777778
BI2725,,RC12800004,GUARDA,GUARDA,MIZARELA,5,140,2,,DES,1994-08-22,13:30:00,,34568.9375,0.9375
BI1336,,RC12800002,GUARDA,MÊDA,O.GATOS,0,1,2,,DES,1994-08-22,09:30:00,,34568.520833333336,0.5208333333333334
BI1336,,RC12800002,GUARDA,MÊDA,O.GATOS,0,1,2,S,DES,1994-08-22,15:19:00,,34568.76388888889,0.7638888888888888
BI1346,,RC12800002,GUARDA,MÊDA,OUTRA,0,4,2,S,DES,1994-08-22,21:52:00,,34569.020833333336,0.020833333333333332
BI1346,,RC12800002,GUARDA,MÊDA,OUTRA,0,1,2,,DES,1994-08-22,22:20:00,,34568.979166666664,0.9791666666666666
BI1347,,RC12800005,GUARDA,PINHEL,MANIGOTO,0,5,2,,DES,1994-08-22,22:20:00,,34569.04513888889,0.04513888888888889
BI1425,,RC12800008,GUARDA,SABUGAL,A.S.ANTÓNIO,1.5,2.5,6,,INT,1994-08-22,19:30:00,,34568.873611111114,0.873611111111111
BI1338,,RC12800008,GUARDA,SABUGAL,LAGEOSA,0,1,2,,DES,1994-08-22,11:20:00,,34568.55694444444,0.5569444444444445
BI1343,,RC12800008,GUARDA,SABUGAL,SABUGAL,0,0,2,,DES,1994-08-22,17:22:00,,34568.91527777778,0.9152777777777777
BI1332,,RC12700003,GUARDA,SEIA,TOURAIS,0,2,2,,DES,1994-08-22,01:45:00,,34568.17361111111,0.17361111111111113
BI1100,,RC12A00002,C.BRANCO,BELMONTE,CARIA,15,0,3,,DES,1994-08-23,15:34:00,,34569.75,0.75
BI1099,,RC12900001,C.BRANCO,C.BRANCO,M.BEIRA,8,4,3,,INT,1994-08-23,14:38:00,,34569.875,0.875
BI1102,,RC12A00001,C.BRANCO,COVILHÃ,ERADA,0,0.02,3,,DES,1994-08-23,19:14:00,,34569.854166666664,0.8541666666666666
BI1103,,RC12A00001,C.BRANCO,COVILHÃ,VERDELHOS,3,0,3,,INT,1994-08-23,20:20:00,,34569.98611111111,0.9861111111111112
BI1101,,RC12900002,C.BRANCO,I.NOVA,I.NOVA,0,1,3,,DES,1994-08-23,18:25:00,,34569.825694444444,0.8256944444444444
BI1364,,RC12800007,GUARDA,ALMEIDA,FREINEDA,0,0,3,,DES,1994-08-23,16:55:00,,34569.80208333333,0.8020833333333334
BI1353,,RC12800007,GUARDA,ALMEIDA,LEOMIL,0,0,3,,DES,1994-08-23,11:05:00,,34569.51388888889,0.513888888888889
BI1351,,RC12800003,GUARDA,C. BEIRA,BARAÇAL,10,313,3,,DES,1994-08-23,10:40:00,,34569.46875,0.46875
BI1377,,RC12800003,GUARDA,C. BEIRA,MESQUITELA,0,0,3,,DES,1994-08-23,23:24:00,,34570.104166666664,0.10416666666666667
BI1374,,RC12800003,GUARDA,C. BEIRA,S.MARIA,0,0,3,,DES,1994-08-23,22:20:00,,34569.95486111111,0.9548611111111112
BI1355,,RC12800003,GUARDA,C. BEIRA,VELOSA,0,0,3,,DES,1994-08-23,12:45:00,,34569.614583333336,0.6145833333333334
BI1375,,RC12800006,GUARDA,F.C. RODRIGO,C.RODRIGO,0,1,3,,DES,1994-08-23,22:30:00,,34570,0
BI1371,,RC12800006,GUARDA,F.C. RODRIGO,M.LOBOS,0,2,3,,DES,1994-08-23,20:00:00,,34569.88541666667,0.8854166666666666
BI1359,,RC12800006,GUARDA,F.C. RODRIGO,Q.P.MARTINS,0,1,3,,DES,1994-08-23,13:45:00,,34569.6625,0.6625
BI1362,,RC12800006,GUARDA,F.C. RODRIGO,S.V.MÁRTIR,0,1,3,,DES,1994-08-23,15:25:00,,34569.666666666664,0.6666666666666666
BI1367,,RC12800006,GUARDA,F.C. RODRIGO,V.AFONSINHO,0,1,3,,DES,1994-08-23,18:14:00,,34569.833333333336,0.8333333333333334
BI2699,,RC12700002,GUARDA,GOUVEIA,CATIVELOS,0,2,3,,DES,1994-08-23,22:31:00,,34570.177083333336,0.17708333333333334
BI1352,,RC12700002,GUARDA,GOUVEIA,MELO,0,0,3,,DES,1994-08-23,10:53:00,,34569.493055555555,0.4930555555555556
BI1373,,RC12700002,GUARDA,GOUVEIA,S.PEDRO,0,1,3,,DES,1994-08-23,22:09:00,,34569.972222222226,0.9722222222222222
BI2647,,RC12800004,GUARDA,GUARDA,ALVENDRE,0,0,3,,DES,1994-08-23,21:36:00,,34569.929861111115,0.9298611111111111
BI2707,,RC12800004,GUARDA,GUARDA,F.JOANES,0,8,3,,DES,1994-08-23,21:34:00,,34569.993055555555,0.9930555555555555
BI2725,,RC12800004,GUARDA,GUARDA,MIZARELA,0,0,3,S,DES,1994-08-23,02:30:00,,34569.14583333333,0.14583333333333334
BI2613,,RC12800004,GUARDA,GUARDA,P.CIMA,15,50,3,,DES,1994-08-23,00:12:00,,34569.21875,0.21875
BI2613,,RC12800004,GUARDA,GUARDA,P.CIMA,0,0,3,S,DES,1994-08-23,06:00:00,,34569.43680555555,0.4368055555555555
BI2613,,RC12800004,GUARDA,GUARDA,P.CIMA,0,0,3,S,DES,1994-08-23,13:41:00,,34569.68125,0.68125
BI2708,,RC12800004,GUARDA,GUARDA,V.FERNANDO,3,28,3,,DES,1994-08-23,13:23:00,,34569.82430555556,0.8243055555555556
BI2708,,RC12800004,GUARDA,GUARDA,V.FERNANDO,0,0,3,S,DES,1994-08-23,22:30:00,,34570.020833333336,0.020833333333333332
BI1357,,RC12800004,GUARDA,GUARDA,VALHELHAS,0.25,0,3,,INT,1994-08-23,13:20:00,,34569.625,0.625
BI2648,,RC12800004,GUARDA,GUARDA,VIDEMONTE,0,0,3,,DES,1994-08-23,17:04:00,,34569.95138888888,0.9513888888888888
