codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
DM03583,,RC11400008,PORTO,VILA DO CONDE,AZURARA,0,0.1,7,,,1995-07-01,15:10:00,,1995-07-01 16:00:00,16:00:00
DM03584,,RC11200001,BRAGA,BARCELOS,MIDÕES,0,0.1,7,,,1995-07-01,15:15:00,,1995-07-01 16:00:00,16:00:00
DM03585,,RC11600003,AVEIRO,OL. DE AZEMÉIS,CARREGOSA,0,0.02,7,,,1995-07-01,16:00:00,,1995-07-01 17:00:00,17:00:00
DM03581,,RC11400004,PORTO,MATOSINHOS,LEÇA DA PALMEIRA,0,0.3,7,,,1995-07-01,14:30:00,,1995-07-01 17:35:00,17:35:00
DM03586,,RC11300003,BRAGA,V.N.FAMALICÃO,MOUQUIM,0,0.5,7,,,1995-07-01,16:00:00,,1995-07-01 18:20:00,18:20:00
DM03587,,RC11400003,PORTO,MAIA,SILVA ESCURA,0,0.05,7,,,1995-07-01,17:50:00,,1995-07-01 18:45:00,18:45:00
DM03588,,RC11400007,PORTO,VALONGO,CAMPO,0,0.1,7,,,1995-07-01,21:35:00,,1995-07-01 22:25:00,22:25:00
DM03589,,RC11400004,PORTO,MATOSINHOS,PERAFITA,0,0.05,2,,,1995-07-03,11:21:00,,1995-07-03 12:05:00,12:05:00
DM03591,,RC11400006,PORTO,PÓVOA DE VARZIM,ARGIVAI,0,0.1,2,,,1995-07-03,20:25:00,,1995-07-03 21:52:00,21:52:00
DM03590,,RC11500012,PORTO,PENAFIEL,ABRAGÃO,0,0.5,2,,,1995-07-03,20:15:00,,1995-07-03 22:15:00,22:15:00
DM03592,,RC11300002,PORTO,SANTO TIRSO,MURO,0,0.15,3,,,1995-07-04,15:15:00,,1995-07-04 16:40:00,16:40:00
DM03593,,RC11100010,V.CASTELO,VIANA DO CASTELO,CHAFÉ,0,0.03,3,,,1995-07-04,16:55:00,,1995-07-04 17:40:00,17:40:00
DM03594,,RC11400008,PORTO,VILA DO CONDE,GIÃO,0,0.05,3,,,1995-07-04,17:05:00,,1995-07-04 18:00:00,18:00:00
DM03595,,RC11400009,PORTO,V.N.GAIA,MADALENA,0,0.01,3,,,1995-07-04,20:05:00,,1995-07-04 20:50:00,20:50:00
DM03596,,RC11400003,PORTO,MAIA,MOREIRA,0,0.01,3,,,1995-07-04,22:25:00,,1995-07-04 23:05:00,23:05:00
DM03597,,RC11300002,PORTO,SANTO TIRSO,S.MARTINHO-BOUGADO,0,1,4,,,1995-07-05,10:45:00,,1995-07-05 12:25:00,12:25:00
DM03599,,RC11300003,BRAGA,V.N.FAMALICÃO,RIBA DE AVE,0,0.1,4,,,1995-07-05,12:50:00,,1995-07-05 13:20:00,13:20:00
DM03598,,RC11400009,PORTO,V.N.GAIA,SANDIM,0,0.2,4,,,1995-07-05,12:10:00,,1995-07-05 13:40:00,13:40:00
DM03603,,RC11400004,PORTO,MATOSINHOS,STA CRUZ DO BISPO,0,0.05,4,,,1995-07-05,14:07:00,,1995-07-05 15:05:00,15:05:00
DM03604,,RC11300001,BRAGA,GUIMARÃES,S.LOURENÇO-SANDE,0,0.05,4,,,1995-07-05,14:10:00,,1995-07-05 15:10:00,15:10:00
DM03601,,RC11300001,BRAGA,GUIMARÃES,STA LEOCÁDIA-BRITEIROS,0,0.5,4,,,1995-07-05,13:00:00,,1995-07-05 16:00:00,16:00:00
DM03605,,RC11400006,PORTO,PÓVOA DE VARZIM,AMORIM,0,0.2,4,,,1995-07-05,14:18:00,,1995-07-05 16:00:00,16:00:00
DM03608,,RC11300002,PORTO,SANTO TIRSO,SANTIAGO-BOUGADO,0.1,0,4,,,1995-07-05,14:50:00,,1995-07-05 16:00:00,16:00:00
DM03609,,RC11500012,PORTO,PENAFIEL,DUAS IGREJAS,0,0.02,4,,,1995-07-05,15:00:00,,1995-07-05 16:00:00,16:00:00
DM03615,,RC11400002,PORTO,GONDOMAR,S.PEDRO COVA,0,0.05,4,,,1995-07-05,15:50:00,,1995-07-05 16:20:00,16:20:00
DM03610,,RC11200002,BRAGA,ESPOSENDE,MARINHAS,0,0.2,4,,,1995-07-05,15:25:00,,1995-07-05 16:25:00,16:25:00
DM03602,,RC11500002,PORTO,BAIÃO,FRENDE,0,3,4,,,1995-07-05,13:35:00,,1995-07-05 16:35:00,16:35:00
DM03611,,RC11400003,PORTO,MAIA,ÁGUAS SANTAS,0,0.05,4,,,1995-07-05,15:30:00,,1995-07-05 17:00:00,17:00:00
DM03612,,RC11300003,BRAGA,V.N.FAMALICÃO,GAVIÃO,0,0.1,4,,,1995-07-05,15:30:00,,1995-07-05 17:00:00,17:00:00
DM03619,,RC11500010,PORTO,PAÇOS DE FERREIRA,PENAMAIOR,0,0.02,4,,,1995-07-05,16:30:00,,1995-07-05 17:20:00,17:20:00
DM03618,,RC11500013,VISEU,CINFÃES,S.CRISTOVÃO DE NOGUEIRA,0,0.02,4,,,1995-07-05,16:20:00,,1995-07-05 17:30:00,17:30:00
DM03607,,RC11100008,V.CASTELO,PONTE DA BARCA,SANTIAGO-VILA CHÃ,1,1.5,4,,,1995-07-05,14:40:00,,1995-07-05 18:00:00,18:00:00
DM03621,,RC11400003,PORTO,MAIA,ÁGUAS SANTAS,0,0.03,4,,,1995-07-05,17:15:00,,1995-07-05 18:00:00,18:00:00
DM03606,,RC11400004,PORTO,MATOSINHOS,CUSTÓIAS,5,0,4,,,1995-07-05,14:33:00,,1995-07-05 18:20:00,18:20:00
DM03622,,RC11500009,PORTO,LOUSADA,CAÍDE DE REI,0,0.25,4,,,1995-07-05,17:15:00,,1995-07-05 18:20:00,18:20:00
DM03600,,RC11400003,PORTO,MAIA,MOREIRA,0,12,4,,,1995-07-05,13:00:00,,1995-07-05 18:30:00,18:30:00
DM03616,,RC11400003,PORTO,MAIA,MILHEIRÓS,0,0.25,4,,,1995-07-05,16:20:00,,1995-07-05 18:55:00,18:55:00
DM03613,,RC11100002,V.CASTELO,MELGAÇO,PRADO,4,0,4,,,1995-07-05,15:30:00,,1995-07-05 19:00:00,19:00:00
DM03620,,RC11200004,BRAGA,BRAGA,S.VICTOR,0,0.25,4,,,1995-07-05,17:05:00,,1995-07-05 19:10:00,19:10:00
DM03624,,RC11500005,PORTO,M.CANAVEZES,S.LOURENÇO DO DOURO,0,0.01,4,,,1995-07-05,17:20:00,,1995-07-05 19:20:00,19:20:00
DM03626,,RC11400009,PORTO,V.N.GAIA,CANELAS,0,1.5,4,,,1995-07-05,18:09:00,,1995-07-05 19:20:00,19:20:00
DM03628,,RC11300003,BRAGA,V.N.FAMALICÃO,MOUQUIM,0,0.1,4,,,1995-07-05,18:30:00,,1995-07-05 19:30:00,19:30:00
DM03630,,RC11400008,PORTO,VILA DO CONDE,MACIEIRA DA MAIA,0,0.1,4,,,1995-07-05,18:55:00,,1995-07-05 19:30:00,19:30:00
DM03623,,RC11300002,PORTO,SANTO TIRSO,RORIZ,0,1.5,4,,,1995-07-05,17:15:00,,1995-07-05 19:45:00,19:45:00
DM03617,,RC11300002,PORTO,SANTO TIRSO,REGUENGA,0,0.7,4,,,1995-07-05,16:20:00,,1995-07-05 19:55:00,19:55:00
DM03629,,RC11400003,PORTO,MAIA,BARCA,0,0.65,4,,,1995-07-05,18:37:00,,1995-07-05 20:15:00,20:15:00
DM03627,,RC11400007,PORTO,VALONGO,CAMPO,0,0.1,4,,,1995-07-05,18:15:00,,1995-07-05 20:20:00,20:20:00
DM03631,,RC11500005,PORTO,M.CANAVEZES,VILA BOA DO BISPO,0,0.1,4,,,1995-07-05,18:55:00,,1995-07-05 21:15:00,21:15:00
DM03625,,RC11300003,BRAGA,V.N.FAMALICÃO,JOANE,0,2,4,,,1995-07-05,17:25:00,,1995-07-05 21:40:00,21:40:00
DM03633,,RC11100002,V.CASTELO,MELGAÇO,MELGAÇO,0,1.5,4,,,1995-07-05,21:20:00,,1995-07-05 22:45:00,22:45:00
DM03632,,RC11400003,PORTO,MAIA,MILHEIRÓS,0,0.5,4,,,1995-07-05,20:15:00,,1995-07-05 22:50:00,22:50:00
DM03635,,RC11400003,PORTO,MAIA,BARCA,0,0.05,4,,,1995-07-05,22:15:00,,1995-07-05 22:50:00,22:50:00
DM03614,,RC11500005,PORTO,M.CANAVEZES,VILA BOA DE QUIRES,0,4,4,,,1995-07-05,15:35:00,,1995-07-05 23:00:00,23:00:00
DM03634,,RC11300004,BRAGA,FAFE,RIBEIROS,0,0.06,4,,,1995-07-05,22:10:00,,1995-07-05 23:30:00,23:30:00
DM03639,,RC11500008,PORTO,FELGUEIRAS,BORBA DE GODIM,0,0.02,4,,,1995-07-05,23:35:00,,1995-07-06,00:00:00
DM03638,,RC11400006,PORTO,PÓVOA DE VARZIM,PÓVOA DE VARZIM,0,0.1,4,,,1995-07-05,23:25:00,,1995-07-06 00:15:00,00:15:00
DM03637,,RC11300003,BRAGA,V.N.FAMALICÃO,S.COSME-VALE,0,0.05,4,,,1995-07-05,23:15:00,,1995-07-06 00:40:00,00:40:00
DM03640,,RC11400008,PORTO,VILA DO CONDE,GIÃO,0,0.1,5,,,1995-07-06,00:10:00,,1995-07-06 02:10:00,02:10:00
DM03641,,RC11300002,PORTO,SANTO TIRSO,S.MAMEDE-CORONADO,0,0.09,5,,,1995-07-06,02:10:00,,1995-07-06 03:20:00,03:20:00
DM03642,,RC11400002,PORTO,GONDOMAR,JOVIM,0,0.05,5,,,1995-07-06,05:00:00,,1995-07-06 06:00:00,06:00:00
DM03643,,RC11300002,PORTO,SANTO TIRSO,COVELAS,0,0.06,5,,,1995-07-06,07:20:00,,1995-07-06 07:55:00,07:55:00
DM03644,,RC11500011,PORTO,PAREDES,RECAREI,0,0.05,5,,,1995-07-06,08:30:00,,1995-07-06 09:45:00,09:45:00
DM03645,,RC11300006,BRAGA,VIEIRA DO MINHO,TABUAÇAS,0,0.05,5,,,1995-07-06,10:10:00,,1995-07-06 10:45:00,10:45:00
DM03646,,RC11500010,PORTO,PAÇOS DE FERREIRA,FERREIRA,0,0.05,5,,,1995-07-06,11:45:00,,1995-07-06 12:40:00,12:40:00
DM03647,,RC11200004,BRAGA,BRAGA,S.MAMEDE-ESTE,0,3,5,,,1995-07-06,12:05:00,,1995-07-06 13:30:00,13:30:00
DM03648,,RC11500011,PORTO,PAREDES,CRISTELO,0,0.08,5,,,1995-07-06,13:00:00,,1995-07-06 13:40:00,13:40:00
DM03636,,RC11500012,PORTO,PENAFIEL,CANELAS,310,0,4,,,1995-07-05,22:20:00,,1995-07-06 14:00:00,14:00:00
DM03649,,RC11400003,PORTO,MAIA,FOLGOSA,0,0.2,5,,,1995-07-06,13:03:00,,1995-07-06 14:40:00,14:40:00
DM03650,,RC11500009,PORTO,LOUSADA,CAÍDE DE REI,0,0.15,5,,,1995-07-06,14:15:00,,1995-07-06 15:00:00,15:00:00
DM03657,,RC11100001,V.CASTELO,CAMINHA,ÂNCORA,0,0.02,5,,,1995-07-06,15:10:00,,1995-07-06 15:50:00,15:50:00
DM03652,,RC11400003,PORTO,MAIA,SILVA ESCURA,0,0.15,5,,,1995-07-06,14:40:00,,1995-07-06 16:20:00,16:20:00
DM03659,,RC11300001,BRAGA,GUIMARÃES,MOREIRA DE CÓNEGOS,0.3,0,5,,,1995-07-06,15:30:00,,1995-07-06 16:20:00,16:20:00
DM03655,,RC11400004,PORTO,MATOSINHOS,PERAFITA,0,10,5,,,1995-07-06,15:00:00,,1995-07-06 16:30:00,16:30:00
DM03662,,RC11500012,PORTO,PENAFIEL,PENAFIEL,0,0.01,5,,,1995-07-06,15:50:00,,1995-07-06 16:30:00,16:30:00
DM03663,,RC11400008,PORTO,VILA DO CONDE,ÁRVORE,0,0.1,5,,,1995-07-06,15:55:00,,1995-07-06 16:30:00,16:30:00
DM03651,,RC11300001,BRAGA,GUIMARÃES,MASCOTELOS,0,0.5,5,,,1995-07-06,14:35:00,,1995-07-06 16:35:00,16:35:00
DM03656,,RC11400009,PORTO,V.N.GAIA,SERZEDO,0,0.3,5,,,1995-07-06,15:05:00,,1995-07-06 17:00:00,17:00:00
DM03653,,RC11200004,BRAGA,BRAGA,STA LUCRÉCIA DE ALGERIZ,0,0.1,5,,,1995-07-06,14:55:00,,1995-07-06 17:00:00,17:00:00
DM03665,,RC11300001,BRAGA,GUIMARÃES,GUARDIZELA,0,0.01,5,,,1995-07-06,16:25:00,,1995-07-06 17:10:00,17:10:00
DM03658,,RC11300004,BRAGA,FAFE,MOREIRA DO REI,0,0.4,5,,,1995-07-06,15:25:00,,1995-07-06 17:15:00,17:15:00
DM03666,,RC11300001,BRAGA,GUIMARÃES,BALAZAR,0,0.1,5,,,1995-07-06,16:30:00,,1995-07-06 17:30:00,17:30:00
DM03661,,RC11300006,BRAGA,VIEIRA DO MINHO,ROSSAS,0,1,5,,,1995-07-06,15:40:00,,1995-07-06 17:40:00,17:40:00
DM03660,,RC11500005,PORTO,M.CANAVEZES,SANDE,0,0.05,5,,,1995-07-06,15:30:00,,1995-07-06 18:00:00,18:00:00
DM03668,,RC11400004,PORTO,MATOSINHOS,S.MAMEDE INFESTA,0,0.05,5,,,1995-07-06,17:05:00,,1995-07-06 18:00:00,18:00:00
DM03670,,RC11500002,PORTO,BAIÃO,VALADARES,0,0.05,5,,,1995-07-06,17:10:00,,1995-07-06 18:00:00,18:00:00
DM03672,,RC11300002,PORTO,SANTO TIRSO,SANTO TIRSO,0,0.1,5,,,1995-07-06,17:25:00,,1995-07-06 18:00:00,18:00:00
DM03664,,RC11400009,PORTO,V.N.GAIA,GRIJÓ,0,1.2,5,,,1995-07-06,16:00:00,,1995-07-06 18:20:00,18:20:00
DM03671,,RC11400009,PORTO,V.N.GAIA,VILAR DO PARAÍSO,0,0.02,5,,,1995-07-06,17:10:00,,1995-07-06 18:20:00,18:20:00
DM03673,,RC11100005,V.CASTELO,VALENÇA,GANFEI,0,0.01,5,,,1995-07-06,17:50:00,,1995-07-06 18:35:00,18:35:00
DM03654,,RC11600003,AVEIRO,OL. DE AZEMÉIS,OSSELA,0,0.3,5,,,1995-07-06,15:00:00,,1995-07-06 18:45:00,18:45:00
DM03678,,RC11500010,PORTO,PAÇOS DE FERREIRA,FERREIRA,0,0.15,5,,,1995-07-06,18:35:00,,1995-07-06 19:40:00,19:40:00
DM03674,,RC11400006,PORTO,PÓVOA DE VARZIM,LAUNDOS,0,1,5,,,1995-07-06,17:52:00,,1995-07-06 19:45:00,19:45:00
DM03667,,RC11200006,BRAGA,VILA VERDE,DUAS IGREJAS,0,1,5,,,1995-07-06,16:40:00,,1995-07-06 20:00:00,20:00:00
DM03676,,RC11500002,PORTO,BAIÃO,STA CRUZ DO DOURO,0,0.5,5,,,1995-07-06,17:55:00,,1995-07-06 20:00:00,20:00:00
DM03677,,RC11300001,BRAGA,GUIMARÃES,STA EUFÉMIA-PRAZINS,0,1,5,,,1995-07-06,18:05:00,,1995-07-06 20:05:00,20:05:00
DM03675,,RC11500010,PORTO,PAÇOS DE FERREIRA,FERREIRA,0,0.6,5,,,1995-07-06,17:55:00,,1995-07-06 20:05:00,20:05:00
DM03681,,RC11300002,PORTO,SANTO TIRSO,MONTE CÓRDOVA,0,0.05,5,,,1995-07-06,19:35:00,,1995-07-06 20:30:00,20:30:00
DM03682,,RC11500003,BRAGA,CABECEIRAS DE BASTO,OUTEIRO,0,0.03,5,,,1995-07-06,19:50:00,,1995-07-06 20:35:00,20:35:00
DM03680,,RC11500002,PORTO,BAIÃO,VALADARES,0,0.05,5,,,1995-07-06,18:55:00,,1995-07-06 20:40:00,20:40:00
DM03679,,RC11300005,BRAGA,PÓVOA DO LANHOSO,GERAZ DO MINHO,0,0.5,5,,,1995-07-06,18:40:00,,1995-07-06 20:40:00,20:40:00
DM03669,,RC11600002,AVEIRO,FEIRA,S.JORGE,0,0.5,5,,,1995-07-06,17:10:00,,1995-07-06 20:45:00,20:45:00
DM03685,,RC11300003,BRAGA,V.N.FAMALICÃO,MOUQUIM,0,0.01,5,,,1995-07-06,20:55:00,,1995-07-06 21:35:00,21:35:00
DM03687,,RC11400003,PORTO,MAIA,BARCA,0,0.15,5,,,1995-07-06,21:00:00,,1995-07-06 21:40:00,21:40:00
DM03686,,RC11500011,PORTO,PAREDES,VILA COVA DE CARROS,0,0.02,5,,,1995-07-06,20:55:00,,1995-07-06 21:45:00,21:45:00
DM03684,,RC11500011,PORTO,PAREDES,VANDOMA,0,0.03,5,,,1995-07-06,20:40:00,,1995-07-06 21:50:00,21:50:00
DM03683,,RC11500009,PORTO,LOUSADA,CAÍDE DE REI,0,1,5,,,1995-07-06,20:35:00,,1995-07-06 22:35:00,22:35:00
DM03690,,RC11100002,V.CASTELO,MELGAÇO,MELGAÇO,0,0.5,5,,,1995-07-06,22:10:00,,1995-07-06 22:55:00,22:55:00
DM03691,,RC11500005,PORTO,M.CANAVEZES,TABUADO,0,0.02,5,,,1995-07-06,22:20:00,,1995-07-06 23:20:00,23:20:00
DM03688,,RC11600003,AVEIRO,OL. DE AZEMÉIS,LOUREIRO,0,0.1,5,,,1995-07-06,21:05:00,,1995-07-06 23:55:00,23:55:00
DM03692,,RC11200004,BRAGA,BRAGA,NOGUEIRA,0,0.01,5,,,1995-07-06,23:20:00,,1995-07-06 23:55:00,23:55:00
DM03689,,RC11500002,PORTO,BAIÃO,ANCEDE,0,0.5,5,,,1995-07-06,22:05:00,,1995-07-07,00:00:00
DM03696,,RC11300003,BRAGA,V.N.FAMALICÃO,GAVIÃO,0,0.05,6,,,1995-07-07,00:05:00,,1995-07-07 00:35:00,00:35:00
DM03693,,RC11500004,BRAGA,CELORICO DE BASTO,ARNÓIA,0.8,0,5,,,1995-07-06,23:45:00,,1995-07-07 01:00:00,01:00:00
DM03694,,RC11500005,PORTO,M.CANAVEZES,VILA BOA DO BISPO,0,0.05,6,,,1995-07-07,00:02:00,,1995-07-07 01:25:00,01:25:00
DM03697,,RC11300002,PORTO,SANTO TIRSO,REGUENGA,0,0.1,6,,,1995-07-07,00:05:00,,1995-07-07 01:25:00,01:25:00
DM03699,,RC11100005,V.CASTELO,VALENÇA,SILVA,0,0.12,6,,,1995-07-07,01:05:00,,1995-07-07 02:00:00,02:00:00
DM03695,,RC11500009,PORTO,LOUSADA,CAÍDE DE REI,0,0.5,6,,,1995-07-07,00:05:00,,1995-07-07 02:10:00,02:10:00
DM03698,,RC11500003,BRAGA,CABECEIRAS DE BASTO,RIO DOURO,0,0.03,6,,,1995-07-07,01:05:00,,1995-07-07 03:00:00,03:00:00
DM03701,,RC11400004,PORTO,MATOSINHOS,GUIFÕES,0,0.1,6,,,1995-07-07,02:20:00,,1995-07-07 03:05:00,03:05:00
DM03700,,RC11100009,V.CASTELO,PONTE DE LIMA,BEIRAL DO LIMA,0,0.05,6,,,1995-07-07,02:00:00,,1995-07-07 03:30:00,03:30:00
DM03703,,RC11600004,AVEIRO,S.J.MADEIRA,S.J.MADEIRA,0,0.05,6,,,1995-07-07,06:00:00,,1995-07-07 07:15:00,07:15:00
DM03702,,RC11500011,PORTO,PAREDES,CÊTE,0,2.5,6,,,1995-07-07,04:40:00,,1995-07-07 10:00:00,10:00:00
DM03704,,RC11100008,V.CASTELO,PONTE DA BARCA,NOGUEIRA,0,0.03,6,,,1995-07-07,10:15:00,,1995-07-07 11:05:00,11:05:00
DM03705,,RC11500011,PORTO,PAREDES,RECAREI,0,0.05,6,,,1995-07-07,10:25:00,,1995-07-07 11:10:00,11:10:00
DM03706,,RC11200004,BRAGA,BRAGA,S.MAMEDE-ESTE,0,0.5,6,,,1995-07-07,10:35:00,,1995-07-07 12:25:00,12:25:00
DM03707,,RC11400004,PORTO,MATOSINHOS,MATOSINHOS,0,0.05,6,,,1995-07-07,12:00:00,,1995-07-07 12:50:00,12:50:00
DM03708,,RC11500005,PORTO,M.CANAVEZES,MANHUNCELOS,0,0.05,6,,,1995-07-07,12:55:00,,1995-07-07 13:40:00,13:40:00
DM03710,,RC11300002,PORTO,SANTO TIRSO,COVELAS,0.02,0,6,,,1995-07-07,13:15:00,,1995-07-07 14:00:00,14:00:00
DM03712,,RC11100005,V.CASTELO,VALENÇA,VALENÇA,0,0.03,6,,,1995-07-07,13:25:00,,1995-07-07 14:00:00,14:00:00
DM03711,,RC11500010,PORTO,PAÇOS DE FERREIRA,LAMOSO,0,0.15,6,,,1995-07-07,13:20:00,,1995-07-07 14:05:00,14:05:00
DM03713,,RC11500004,BRAGA,CELORICO DE BASTO,OURILHE,0,0.3,6,,,1995-07-07,13:30:00,,1995-07-07 15:00:00,15:00:00
DM03718,,RC11300001,BRAGA,GUIMARÃES,S.TORCATO,0,0.2,6,,,1995-07-07,14:20:00,,1995-07-07 15:00:00,15:00:00
DM03719,,RC11500012,PORTO,PENAFIEL,DUAS IGREJAS,0,0.05,6,,,1995-07-07,14:25:00,,1995-07-07 15:00:00,15:00:00
DM03717,,RC11300001,BRAGA,GUIMARÃES,RONFE,0,0.1,6,,,1995-07-07,14:20:00,,1995-07-07 15:20:00,15:20:00
DM03721,,RC11500012,PORTO,PENAFIEL,MILHUNDOS,0,0.05,6,,,1995-07-07,15:00:00,,1995-07-07 15:20:00,15:20:00
DM03715,,RC11300002,PORTO,SANTO TIRSO,RORIZ,0,0.5,6,,,1995-07-07,13:50:00,,1995-07-07 15:40:00,15:40:00
DM03720,,RC11500001,PORTO,AMARANTE,MANCELOS,0,0.2,6,,,1995-07-07,15:00:00,,1995-07-07 16:15:00,16:15:00
DM03726,,RC11500001,PORTO,AMARANTE,TRAVANCA,0,0.05,6,,,1995-07-07,15:40:00,,1995-07-07 16:20:00,16:20:00
DM03729,,RC11400003,PORTO,MAIA,ÁGUAS SANTAS,0,0.03,6,,,1995-07-07,16:22:00,,1995-07-07 16:50:00,16:50:00
DM03724,,RC11300002,PORTO,SANTO TIRSO,MONTE CÓRDOVA,0,0.5,6,,,1995-07-07,15:20:00,,1995-07-07 17:00:00,17:00:00
DM03725,,RC11300002,PORTO,SANTO TIRSO,MONTE CÓRDOVA,0,0.5,6,,,1995-07-07,15:30:00,,1995-07-07 17:00:00,17:00:00
DM03727,,RC11200001,BRAGA,BARCELOS,STA EULÁLIA-RIO COVO,0,0.01,6,,,1995-07-07,16:05:00,,1995-07-07 17:15:00,17:15:00
DM03731,,RC11200001,BRAGA,BARCELOS,STA MARIA-GALEGOS,0,0.1,6,,,1995-07-07,16:30:00,,1995-07-07 17:30:00,17:30:00
DM03734,,RC11500010,PORTO,PAÇOS DE FERREIRA,FREAMUNDE,0,0.02,6,,,1995-07-07,17:15:00,,1995-07-07 17:30:00,17:30:00
DM03716,,RC11500001,PORTO,AMARANTE,GONDAR,0,2,6,,,1995-07-07,14:00:00,,1995-07-07 17:30:00,17:30:00
DM03722,,RC11500013,VISEU,CINFÃES,TRAVANCAS,3,0,6,,,1995-07-07,15:16:00,,1995-07-07 17:40:00,17:40:00
DM03723,,RC11500013,VISEU,CINFÃES,TRAVANCAS,3,0,6,,,1995-07-07,15:16:00,,1995-07-07 17:40:00,17:40:00
DM03730,,RC11300003,BRAGA,V.N.FAMALICÃO,ANTAS,0.6,0,6,,,1995-07-07,16:25:00,,1995-07-07 17:45:00,17:45:00
DM03732,,RC11400003,PORTO,MAIA,MILHEIRÓS,0,0.05,6,,,1995-07-07,16:50:00,,1995-07-07 17:50:00,17:50:00
DM03736,,RC11300002,PORTO,SANTO TIRSO,S.MARTINHO-BOUGADO,0,0.08,6,,,1995-07-07,17:20:00,,1995-07-07 18:00:00,18:00:00
DM03714,,RC11500005,PORTO,M.CANAVEZES,PAÇOS DE CAIOLO,2,0,6,,,1995-07-07,13:40:00,,1995-07-07 18:25:00,18:25:00
DM03728,,RC11100010,V.CASTELO,VIANA DO CASTELO,DARQUE,0,0.7,6,,,1995-07-07,16:10:00,,1995-07-07 18:30:00,18:30:00
DM03740,,RC11300002,PORTO,SANTO TIRSO,RORIZ,0,0.05,6,,,1995-07-07,18:00:00,,1995-07-07 18:30:00,18:30:00
DM03735,,RC11300003,BRAGA,V.N.FAMALICÃO,LOURO,0,0.03,6,,,1995-07-07,17:20:00,,1995-07-07 18:40:00,18:40:00
DM03737,,RC11300003,BRAGA,V.N.FAMALICÃO,VILA NOVA DE FAMALICÃO,0,2,6,,,1995-07-07,17:30:00,,1995-07-07 19:00:00,19:00:00
DM03742,,RC11500008,PORTO,FELGUEIRAS,PENACOVA,0,0.03,6,,,1995-07-07,18:35:00,,1995-07-07 19:05:00,19:05:00
DM03741,,RC11500009,PORTO,LOUSADA,BOIM,0,0.1,6,,,1995-07-07,18:35:00,,1995-07-07 19:10:00,19:10:00
DM03738,,RC11400003,PORTO,MAIA,GONDIM,0,0.02,6,,,1995-07-07,17:56:00,,1995-07-07 19:30:00,19:30:00
DM03744,,RC11500009,PORTO,LOUSADA,VILAR DO TORNO E ALENTÉM,0,0.2,6,,,1995-07-07,19:10:00,,1995-07-07 19:40:00,19:40:00
DM03739,,RC11300003,BRAGA,V.N.FAMALICÃO,RIBEIRÃO,0,1,6,,,1995-07-07,18:00:00,,1995-07-07 20:00:00,20:00:00
DM03743,,RC11300002,PORTO,SANTO TIRSO,RORIZ,0,0.1,6,,,1995-07-07,19:00:00,,1995-07-07 20:10:00,20:10:00
DM03745,,RC11300003,BRAGA,V.N.FAMALICÃO,LOURO,0,0.05,6,,,1995-07-07,19:15:00,,1995-07-07 20:20:00,20:20:00
DM03747,,RC11600001,AVEIRO,AROUCA,MOLDES,0.3,0,6,,,1995-07-07,19:35:00,,1995-07-07 20:40:00,20:40:00
DM03750,,RC11300001,BRAGA,GUIMARÃES,GANDARELA,0,0.1,6,,,1995-07-07,20:00:00,,1995-07-07 20:45:00,20:45:00
DM03748,,RC11500012,PORTO,PENAFIEL,BUSTELO,0,0.2,6,,,1995-07-07,19:50:00,,1995-07-07 21:05:00,21:05:00
DM03752,,RC11600002,AVEIRO,FEIRA,STA MARIA DE LAMAS,0,0.02,6,,,1995-07-07,20:20:00,,1995-07-07 21:20:00,21:20:00
DM03733,,RC11200006,BRAGA,VILA VERDE,DUAS IGREJAS,0,1,6,,,1995-07-07,16:55:00,,1995-07-07 21:40:00,21:40:00
DM03751,,RC11500015,VILA REAL,RIBEIRA DE PENA,SALVADOR,0.05,0,6,,,1995-07-07,20:20:00,,1995-07-07 21:45:00,21:45:00
DM03754,,RC11600003,AVEIRO,OL. DE AZEMÉIS,,0,0.07,6,,,1995-07-07,20:50:00,,1995-07-07 21:50:00,21:50:00
DM03746,,RC11300001,BRAGA,GUIMARÃES,CASTELÕES,0,0.5,6,,,1995-07-07,19:25:00,,1995-07-07 22:10:00,22:10:00
DM03755,,RC11200003,BRAGA,AMARES,BICO,0,0.01,6,,,1995-07-07,21:10:00,,1995-07-07 22:35:00,22:35:00
DM03749,,RC11400003,PORTO,MAIA,FOLGOSA,0,0.6,6,,,1995-07-07,19:50:00,,1995-07-07 22:40:00,22:40:00
DM03756,,RC11400003,PORTO,MAIA,MILHEIRÓS,0,0.2,6,,,1995-07-07,21:30:00,,1995-07-07 22:40:00,22:40:00
DM03753,,RC11200004,BRAGA,BRAGA,SOBREPOSTA,0,5,6,,,1995-07-07,20:25:00,,1995-07-07 22:50:00,22:50:00
DM03759,,RC11400001,AVEIRO,ESPINHO,,0,0.01,6,,,1995-07-07,22:55:00,,1995-07-07 23:30:00,23:30:00
DM03758,,RC11300001,BRAGA,GUIMARÃES,STA MARIA-SOUTO,0.05,0,6,,,1995-07-07,22:55:00,,1995-07-07 23:50:00,23:50:00
DM03757,,RC11300004,BRAGA,FAFE,REGADAS,0,0.01,6,,,1995-07-07,22:55:00,,1995-07-07 23:55:00,23:55:00
